x;result;tay_iterations;tay_time;cfiterations;cf_time
0.0001;-9.2103404;156130;0.001376;506;9e-06
0.0002;-8.5171932;78062;0.00069;358;6e-06
0.0013;-6.645391;12004;0.000106;140;3e-06
0.0034;-5.6839798;4585;4.2e-05;87;2e-06
0.0065;-5.0359531;2395;2.2e-05;63;2e-06
0.0106;-4.5469013;1466;1.4e-05;49;1e-06
0.0157;-4.1540946;988;9e-06;40;1e-06
0.0218;-3.8258453;709;7e-06;34;0
0.0289;-3.5439137;533;5e-06;29;1e-06
0.037;-3.2968374;415;5e-06;26;0
0.0461;-3.0769423;332;3e-06;23;0
0.0562;-2.8788385;271;3e-06;21;1e-06
0.0673;-2.698595;225;3e-06;19;1e-06
0.0794;-2.5332569;190;3e-06;17;1e-06
0.0925;-2.3805466;162;2e-06;16;0
0.1066;-2.2386718;140;2e-06;15;0
0.1217;-2.1061963;121;2e-06;14;1e-06
0.1378;-1.9819519;106;2e-06;13;1e-06
0.1549;-1.8649755;94;2e-06;12;0
0.173;-1.7544637;83;1e-06;11;0
0.1921;-1.6497392;74;2e-06;11;1e-06
0.2122;-1.550226;66;1e-06;10;1e-06
0.2333;-1.4554301;60;1e-06;10;1e-06
0.2554;-1.3649243;54;1e-06;9;1e-06
0.2785;-1.2783372;49;1e-06;9;1e-06
0.3026;-1.1953435;44;1e-06;8;0
0.3277;-1.1156567;40;1e-06;8;0
0.3538;-1.0390235;37;0;7;1e-06
0.3809;-0.9652184;34;1e-06;7;0
0.409;-0.89404012;31;6e-06;7;0
0.4381;-0.82530808;28;1e-06;6;0
0.4682;-0.75885972;26;1e-06;6;0
0.4993;-0.69454816;24;1e-06;6;1e-06
0.5314;-0.63224024;22;1e-06;5;1e-06
0.5645;-0.57181489;20;1e-06;5;1e-06
0.5986;-0.51316168;18;1e-06;5;1e-06
0.6337;-0.45617962;17;1e-06;5;1e-06
0.6698;-0.40077611;15;1e-06;4;0
0.7069;-0.34686606;14;0;4;0
0.745;-0.29437105;12;1e-06;4;1e-06
0.7841;-0.24321871;11;1e-06;4;1e-06
0.8242;-0.19334206;10;0;3;0
0.8653;-0.14467901;9;1e-06;3;1e-06
0.9074;-0.097171903;7;1e-06;3;0
0.9505;-0.050767114;6;0;2;0
0.9946;-0.0054146325;4;1e-06;2;0
1.0397;0.038932209;6;1e-06;2;0
1.0858;0.08231704;7;1e-06;3;1e-06
1.1329;0.12478071;8;1e-06;3;1e-06
1.181;0.16636153;9;1e-06;3;1e-06
1.2301;0.20709546;10;1e-06;3;1e-06
1.2802;0.24701631;11;1e-06;4;1e-06
1.3313;0.2861559;12;1e-06;4;1e-06
1.3834;0.32454423;13;0;4;0
1.4365;0.36220959;14;1e-06;4;0
1.4906;0.39917872;15;1e-06;4;1e-06
1.5457;0.43547688;16;0;5;1e-06
1.6018;0.47112799;17;0;5;0
1.6589;0.50615473;18;1e-06;5;0
1.717;0.54057858;19;5e-06;5;1e-06
1.7761;0.57441994;20;1e-06;5;1e-06
1.8362;0.60769821;21;1e-06;5;1e-06
1.8973;0.64043182;22;1e-06;5;1e-06
1.9594;0.6726383;23;0;6;1e-06
2.0225;0.70433436;24;0;6;1e-06
2.0866;0.73553594;25;0;6;1e-06
2.1517;0.76625822;26;0;6;0
2.2178;0.79651571;27;1e-06;6;0
2.2849;0.82632225;28;1e-06;6;0
2.353;0.8556911;29;0;6;0
2.4221;0.88463492;30;1e-06;7;0
2.4922;0.91316584;31;1e-06;7;0
2.5633;0.94129548;33;1e-06;7;0
2.6354;0.96903497;34;1e-06;7;0
2.7085;0.99639497;35;2e-06;7;1e-06
2.7826;1.0233857;36;1e-06;7;0
2.8577;1.0500171;37;1e-06;7;0
2.9338;1.0762985;38;1e-06;8;1e-06
3.0109;1.102239;40;1e-06;8;0
3.089;1.1278474;41;1e-06;8;0
3.1681;1.153132;42;1e-06;8;0
3.2482;1.178101;43;1e-06;8;1e-06
3.3293;1.2027621;45;1e-06;8;1e-06
3.4114;1.2271228;46;1e-06;8;0
3.4945;1.2511903;47;1e-06;8;0
3.5786;1.2749717;49;1e-06;9;1e-06
3.6637;1.2984736;50;1e-06;9;1e-06
3.7498;1.3217025;51;1e-06;9;0
3.8369;1.3446647;53;1e-06;9;1e-06
3.925;1.3673663;54;1e-06;9;0
4.0141;1.3898132;55;1e-06;9;1e-06
4.1042;1.4120108;57;1e-06;9;0
4.1953;1.4339648;58;1e-06;9;0
4.2874;1.4556805;60;1e-06;10;1e-06
4.3805;1.4771629;61;1e-06;10;1e-06
4.4746;1.498417;63;1e-06;10;0
4.5697;1.5194475;64;1e-06;10;0
4.6658;1.5402593;66;1e-06;10;1e-06
4.7629;1.5608567;67;1e-06;10;1e-06
4.861;1.5812442;69;1e-06;10;1e-06
4.9601;1.6014259;70;1e-06;10;1e-06
5.0602;1.621406;72;1e-06;11;1e-06
5.1613;1.6411885;73;1e-06;11;1e-06
5.2634;1.6607772;75;1e-06;11;0
5.3665;1.6801759;77;1e-06;11;0
5.4706;1.6993883;78;1e-06;11;0
5.5757;1.7184179;80;1e-06;11;1e-06
5.6818;1.7372681;82;1e-06;11;0
5.7889;1.7559423;83;1e-06;11;0
5.897;1.7744437;85;1e-06;12;1e-06
6.0061;1.7927756;87;1e-06;12;0
6.1162;1.810941;88;1e-06;12;0
6.2273;1.8289428;90;1e-06;12;1e-06
6.3394;1.8467841;92;1e-06;12;0
6.4525;1.8644676;94;1e-06;12;1e-06
6.5666;1.8819962;96;1e-06;12;0
6.6817;1.8993724;97;1e-06;12;1e-06
6.7978;1.916599;99;1e-06;13;0
6.9149;1.9336785;101;2e-06;13;1e-06
7.033;1.9506133;103;1e-06;13;1e-06
7.1521;1.967406;105;1e-06;13;1e-06
7.2722;1.9840589;107;1e-06;13;1e-06
7.3933;2.0005742;108;4e-06;13;0
7.5154;2.0169542;110;1e-06;13;1e-06
7.6385;2.0332012;112;1e-06;13;1e-06
7.7626;2.0493173;114;2e-06;13;1e-06
7.8877;2.0653046;116;1e-06;14;0
8.0138;2.081165;118;2e-06;14;0
8.1409;2.0969007;120;1e-06;14;1e-06
8.269;2.1125136;122;2e-06;14;1e-06
8.3981;2.1280055;124;1e-06;14;1e-06
8.5282;2.1433783;126;2e-06;14;1e-06
8.6593;2.1586339;128;1e-06;14;1e-06
8.7914;2.173774;130;2e-06;14;0
8.9245;2.1888003;132;2e-06;15;1e-06
9.0586;2.2037146;134;2e-06;15;1e-06
9.1937;2.2185185;137;3e-06;15;1e-06
9.3298;2.2332136;139;2e-06;15;1e-06
9.4669;2.2478015;141;2e-06;15;0
9.605;2.2622838;143;2e-06;15;0
9.7441;2.276662;145;2e-06;15;1e-06
9.8842;2.2909375;147;2e-06;15;1e-06
10.0253;2.3051119;150;2e-06;15;0
10.1674;2.3191865;152;2e-06;16;1e-06
10.3105;2.3331628;154;2e-06;16;0
10.4546;2.3470421;156;1e-06;16;1e-06
10.5997;2.3608257;159;2e-06;16;0
10.7458;2.374515;161;2e-06;16;1e-06
10.8929;2.3881112;163;2e-06;16;1e-06
11.041;2.4016156;165;2e-06;16;1e-06
11.1901;2.4150294;168;2e-06;16;0
11.3402;2.4283539;170;3e-06;17;1e-06
11.4913;2.4415902;172;5e-06;17;0
11.6434;2.4547395;175;2e-06;17;1e-06
11.7965;2.4678029;177;2e-06;17;1e-06
11.9506;2.4807815;180;2e-06;17;1e-06
12.1057;2.4936764;182;3e-06;17;1e-06
12.2618;2.5064887;185;3e-06;17;1e-06
12.4189;2.5192195;187;3e-06;17;1e-06
12.577;2.5318697;189;3e-06;17;1e-06
12.7361;2.5444405;192;2e-06;18;0
12.8962;2.5569327;194;3e-06;18;0
13.0573;2.5693474;197;2e-06;18;0
13.2194;2.5816854;199;2e-06;18;1e-06
13.3825;2.5939479;202;2e-06;18;1e-06
13.5466;2.6061356;205;2e-06;18;0
13.7117;2.6182495;207;2e-06;18;1e-06
13.8778;2.6302904;210;2e-06;18;1e-06
14.0449;2.6422593;212;2e-06;18;1e-06
14.213;2.654157;215;2e-06;19;0
14.3821;2.6659844;218;2e-06;19;1e-06
14.5522;2.6777422;220;3e-06;19;1e-06
14.7233;2.6894313;223;3e-06;19;1e-06
14.8954;2.7010524;226;3e-06;19;1e-06
15.0685;2.7126065;228;3e-06;19;1e-06
15.2426;2.7240941;231;3e-06;19;1e-06
15.4177;2.7355162;234;3e-06;19;1e-06
15.5938;2.7468734;237;3e-06;20;1e-06
15.7709;2.7581665;239;3e-06;20;0
15.949;2.7693961;242;2e-06;20;0
16.1281;2.7805631;245;2e-06;20;1e-06
16.3082;2.791668;248;3e-06;20;1e-06
16.4893;2.8027117;251;2e-06;20;1e-06
16.6714;2.8136947;253;3e-06;20;0
16.8545;2.8246177;256;3e-06;20;1e-06
17.0386;2.8354813;259;3e-06;20;1e-06
17.2237;2.8462863;262;3e-06;21;1e-06
17.4098;2.8570333;265;3e-06;21;1e-06
17.5969;2.8677227;268;3e-06;21;1e-06
17.785;2.8783554;271;3e-06;21;1e-06
17.9741;2.8889318;274;3e-06;21;1e-06
18.1642;2.8994526;277;3e-06;21;1e-06
18.3553;2.9099184;280;3e-06;21;1e-06
18.5474;2.9203296;283;3e-06;21;1e-06
18.7405;2.9306869;286;3e-06;22;0
18.9346;2.9409909;289;3e-06;22;1e-06
19.1297;2.9512421;292;3e-06;22;0
19.3258;2.961441;295;3e-06;22;1e-06
19.5229;2.9715881;298;3e-06;22;0
19.721;2.981684;301;3e-06;22;1e-06
19.9201;2.9917293;304;3e-06;22;0
20.1202;3.0017243;307;4e-06;22;1e-06
20.3213;3.0116696;310;3e-06;22;0
20.5234;3.0215657;314;3e-06;23;0
20.7265;3.0314131;317;4e-06;23;1e-06
20.9306;3.0412122;320;3e-06;23;0
21.1357;3.0509635;323;4e-06;23;1e-06
21.3418;3.0606676;326;4e-06;23;1e-06
21.5489;3.0703248;330;3e-06;23;0
21.757;3.0799355;333;3e-06;23;0
21.9661;3.0895003;336;3e-06;23;0
22.1762;3.0990196;339;3e-06;23;1e-06
22.3873;3.1084938;343;3e-06;24;0
22.5994;3.1179233;346;4e-06;24;1e-06
22.8125;3.1273086;349;6e-06;24;1e-06
23.0266;3.1366501;353;4e-06;24;0
23.2417;3.1459481;356;3e-06;24;1e-06
23.4578;3.1552031;359;4e-06;24;1e-06
23.6749;3.1644154;363;4e-06;24;1e-06
23.893;3.1735855;366;4e-06;24;1e-06
24.1121;3.1827138;370;4e-06;24;1e-06
24.3322;3.1918006;373;4e-06;25;1e-06
24.5533;3.2008463;377;4e-06;25;0
24.7754;3.2098512;380;3e-06;25;1e-06
24.9985;3.2188158;383;4e-06;25;1e-06
25.2226;3.2277404;387;4e-06;25;0
25.4477;3.2366254;390;4e-06;25;1e-06
25.6738;3.245471;394;5e-06;25;1e-06
25.9009;3.2542777;398;4e-06;25;0
26.129;3.2630458;401;4e-06;26;0
26.3581;3.2717756;405;4e-06;26;1e-06
26.5882;3.2804675;408;4e-06;26;1e-06
26.8193;3.2891218;412;4e-06;26;0
27.0514;3.2977388;416;4e-06;26;0
27.2845;3.3063188;419;4e-06;26;1e-06
27.5186;3.3148621;423;4e-06;26;0
27.7537;3.3233692;426;4e-06;26;1e-06
27.9898;3.3318401;430;4e-06;26;1e-06
28.2269;3.3402754;434;6e-06;27;0
28.465;3.3486753;438;5e-06;27;0
28.7041;3.35704;441;4e-06;27;0
28.9442;3.3653698;445;4e-06;27;1e-06
29.1853;3.3736651;449;4e-06;27;1e-06
29.4274;3.3819262;453;4e-06;27;1e-06
29.6705;3.3901533;456;4e-06;27;1e-06
29.9146;3.3983466;460;4e-06;27;1e-06
30.1597;3.4065066;464;5e-06;27;1e-06
30.4058;3.4146334;468;4e-06;28;1e-06
30.6529;3.4227273;472;5e-06;28;0
30.901;3.4307885;476;4e-06;28;1e-06
31.1501;3.4388174;480;5e-06;28;1e-06
31.4002;3.4468143;483;5e-06;28;1e-06
31.6513;3.4547792;487;5e-06;28;1e-06
31.9034;3.4627126;491;4e-06;28;1e-06
32.1565;3.4706146;495;5e-06;28;0
32.4106;3.4784855;499;5e-06;28;1e-06
32.6657;3.4863256;503;5e-06;29;1e-06
32.9218;3.494135;507;6e-06;29;0
33.1789;3.5019141;511;5e-06;29;1e-06
33.437;3.5096631;515;5e-06;29;1e-06
33.6961;3.5173821;519;5e-06;29;1e-06
33.9562;3.5250714;523;5e-06;29;1e-06
34.2173;3.5327314;527;6e-06;29;0
34.4794;3.540362;532;5e-06;29;1e-06
34.7425;3.5479637;536;6e-06;30;1e-06
35.0066;3.5555366;540;6e-06;30;1e-06
35.2717;3.5630809;544;6e-06;30;1e-06
35.5378;3.5705969;548;6e-06;30;1e-06
35.8049;3.5780847;552;6e-06;30;1e-06
36.073;3.5855447;556;6e-06;30;1e-06
36.3421;3.5929768;561;5e-06;30;1e-06
36.6122;3.6003815;565;5e-06;30;0
36.8833;3.6077589;569;5e-06;30;0
37.1554;3.6151091;573;5e-06;31;1e-06
37.4285;3.6224324;578;5e-06;31;1e-06
37.7026;3.629729;582;6e-06;31;1e-06
37.9777;3.6369991;586;6e-06;31;0
38.2538;3.6442429;590;5e-06;31;1e-06
38.5309;3.6514605;595;5e-06;31;1e-06
38.809;3.6586522;599;6e-06;31;1e-06
39.0881;3.6658181;603;6e-06;31;1e-06
39.3682;3.6729584;608;6e-06;31;1e-06
39.6493;3.6800733;612;6e-06;32;1e-06
39.9314;3.687163;617;6e-06;32;1e-06
40.2145;3.6942276;621;6e-06;32;1e-06
40.4986;3.7012674;625;6e-06;32;1e-06
40.7837;3.7082825;630;6e-06;32;1e-06
41.0698;3.715273;634;7e-06;32;0
41.3569;3.7222393;639;6e-06;32;0
41.645;3.7291813;643;6e-06;32;1e-06
41.9341;3.7360993;648;6e-06;32;1e-06
42.2242;3.7429935;652;7e-06;33;0
42.5153;3.749864;657;6e-06;33;1e-06
42.8074;3.756711;662;7e-06;33;0
43.1005;3.7635346;666;6e-06;33;1e-06
43.3946;3.770335;671;7e-06;33;1e-06
43.6897;3.7771124;675;6e-06;33;1e-06
43.9858;3.7838668;680;7e-06;33;1e-06
44.2829;3.7905986;685;7e-06;33;0
44.581;3.7973077;689;6e-06;34;1e-06
44.8801;3.8039945;694;7e-06;34;1e-06
45.1802;3.8106589;699;7e-06;34;1e-06
45.4813;3.8173012;703;7e-06;34;1e-06
45.7834;3.8239216;708;7e-06;34;1e-06
46.0865;3.8305201;713;7e-06;34;1e-06
46.3906;3.8370968;717;7e-06;34;1e-06
46.6957;3.8436521;722;7e-06;34;1e-06
47.0018;3.8501859;727;7e-06;34;0
47.3089;3.8566984;732;7e-06;35;0
47.617;3.8631898;737;7e-06;35;1e-06
47.9261;3.8696602;741;7e-06;35;0
48.2362;3.8761098;746;7e-06;35;1e-06
48.5473;3.8825386;751;7e-06;35;1e-06
48.8594;3.8889468;756;7e-06;35;1e-06
49.1725;3.8953345;761;7e-06;35;1e-06
49.4866;3.9017019;766;8e-06;35;0
49.8017;3.9080491;771;7e-06;35;1e-06
50.1178;3.9143762;776;1.3e-05;36;1e-06
50.4349;3.9206834;781;8e-06;36;1e-06
50.753;3.9269707;786;8e-06;36;1e-06
51.0721;3.9332384;791;8e-06;36;1e-06
51.3922;3.9394864;796;7e-06;36;1e-06
51.7133;3.945715;801;8e-06;36;1e-06
52.0354;3.9519242;806;7e-06;36;1e-06
52.3585;3.9581143;811;7e-06;36;1e-06
52.6826;3.9642852;816;8e-06;36;1e-06
53.0077;3.9704372;821;7e-06;37;1e-06
53.3338;3.9765703;826;7e-06;37;1e-06
53.6609;3.9826846;831;1e-05;37;1e-06
53.989;3.9887803;836;8e-06;37;1e-06
54.3181;3.9948575;841;8e-06;37;0
54.6482;4.0009163;846;8e-06;37;0
54.9793;4.0069567;852;8e-06;37;0
55.3114;4.012979;857;8e-06;37;0
55.6445;4.0189832;862;8e-06;38;1e-06
55.9786;4.0249695;867;8e-06;38;1e-06
56.3137;4.0309378;872;8e-06;38;1e-06
56.6498;4.0368884;878;8e-06;38;1e-06
56.9869;4.0428214;883;8e-06;38;1e-06
57.325;4.0487368;888;8e-06;38;1e-06
57.6641;4.0546348;894;8e-06;38;1e-06
58.0042;4.0605154;899;9e-06;38;1e-06
58.3453;4.0663788;904;9e-06;38;1e-06
58.6874;4.072225;909;8e-06;39;1e-06
59.0305;4.0780542;915;9e-06;39;1e-06
59.3746;4.0838665;920;9e-06;39;1e-06
59.7197;4.0896619;926;9e-06;39;1e-06
60.0658;4.0954406;931;9e-06;39;1e-06
60.4129;4.1012026;936;9e-06;39;1e-06
60.761;4.1069481;942;9e-06;39;1e-06
61.1101;4.1126771;947;9e-06;39;1e-06
61.4602;4.1183898;953;9e-06;39;1e-06
61.8113;4.1240862;958;1.1e-05;40;1e-06
62.1634;4.1297664;964;9e-06;40;0
62.5165;4.1354305;969;9e-06;40;1e-06
62.8706;4.1410786;975;9e-06;40;1e-06
63.2257;4.1467109;980;1e-05;40;1e-06
63.5818;4.1523273;986;9e-06;40;1e-06
63.9389;4.1579279;991;9e-06;40;1e-06
64.297;4.163513;997;1e-05;40;1e-06
64.6561;4.1690824;1003;9e-06;40;1e-06
65.0162;4.1746365;1008;1e-05;41;1e-06
65.3773;4.1801751;1014;1e-05;41;1e-06
65.7394;4.1856984;1020;9e-06;41;1e-06
66.1025;4.1912066;1025;1e-05;41;1e-06
66.4666;4.1966996;1031;1e-05;41;1e-06
66.8317;4.2021775;1037;9e-06;41;1e-06
67.1978;4.2076405;1042;1e-05;41;1e-06
67.5649;4.2130886;1048;1e-05;41;0
67.933;4.2185219;1054;1e-05;41;1e-06
68.3021;4.2239405;1060;1e-05;42;1e-06
68.6722;4.2293444;1065;9e-06;42;1e-06
69.0433;4.2347338;1071;1e-05;42;1e-06
69.4154;4.2401087;1077;1e-05;42;1e-06
69.7885;4.2454692;1083;1.1e-05;42;1e-06
70.1626;4.2508154;1089;1e-05;42;1e-06
70.5377;4.2561473;1095;1e-05;42;1e-06
70.9138;4.261465;1100;1e-05;42;1e-06
71.2909;4.2667687;1106;1e-05;43;0
71.669;4.2720583;1112;1.1e-05;43;1e-06
72.0481;4.2773339;1118;1e-05;43;1e-06
72.4282;4.2825957;1124;1.1e-05;43;1e-06
72.8093;4.2878437;1130;1.1e-05;43;1e-06
73.1914;4.2930779;1136;1e-05;43;1e-06
73.5745;4.2982985;1142;1.1e-05;43;1e-06
73.9586;4.3035055;1148;1e-05;43;1e-06
74.3437;4.3086989;1154;1.1e-05;43;1e-06
74.7298;4.3138789;1160;1.1e-05;44;1e-06
75.1169;4.3190456;1166;1e-05;44;1e-06
75.505;4.3241989;1172;1.1e-05;44;1e-06
75.8941;4.3293389;1178;1.1e-05;44;1e-06
76.2842;4.3344658;1184;1.1e-05;44;1e-06
76.6753;4.3395796;1190;1.1e-05;44;0
77.0674;4.3446804;1196;1.1e-05;44;1e-06
77.4605;4.3497681;1203;1.1e-05;44;1e-06
77.8546;4.354843;1209;1.1e-05;44;1e-06
78.2497;4.359905;1215;1.1e-05;45;1e-06
78.6458;4.3649542;1221;1.1e-05;45;1e-06
79.0429;4.3699907;1227;1.1e-05;45;1e-06
79.441;4.3750146;1234;1.1e-05;45;1e-06
79.8401;4.3800259;1240;1.2e-05;45;1e-06
80.2402;4.3850246;1246;1.2e-05;45;1e-06
80.6413;4.3900109;1252;1.2e-05;45;1e-06
81.0434;4.3949848;1259;1.2e-05;45;1e-06
81.4465;4.3999464;1265;1.2e-05;45;1e-06
81.8506;4.4048956;1271;1.2e-05;46;1e-06
82.2557;4.4098327;1277;1.2e-05;46;1e-06
82.6618;4.4147576;1284;1.2e-05;46;1e-06
83.0689;4.4196704;1290;1.2e-05;46;1e-06
83.477;4.4245711;1297;1.2e-05;46;1e-06
83.8861;4.4294599;1303;1.2e-05;46;1e-06
84.2962;4.4343368;1309;1.2e-05;46;1e-06
84.7073;4.4392018;1316;1.2e-05;46;1e-06
85.1194;4.444055;1322;1.2e-05;46;1e-06
85.5325;4.4488964;1329;1.3e-05;47;1e-06
85.9466;4.4537262;1335;1.2e-05;47;1e-06
86.3617;4.4585443;1342;1.3e-05;47;1.2e-05
86.7778;4.4633508;1348;1.6e-05;47;1e-06
87.1949;4.4681458;1355;1.3e-05;47;1e-06
87.613;4.4729294;1361;1.2e-05;47;1e-06
88.0321;4.4777015;1368;1.3e-05;47;1e-06
88.4522;4.4824623;1374;1.3e-05;47;1e-06
88.8733;4.4872118;1381;1.3e-05;48;1e-06
89.2954;4.49195;1387;1.3e-05;48;1e-06
89.7185;4.496677;1394;1.3e-05;48;1e-06
90.1426;4.5013929;1401;1.3e-05;48;1e-06
90.5677;4.5060976;1407;1.3e-05;48;1e-06
90.9938;4.5107914;1414;1.3e-05;48;1e-06
91.4209;4.5154741;1421;1.3e-05;48;1e-06
91.849;4.5201459;1427;1.3e-05;48;1e-06
92.2781;4.5248068;1434;1.3e-05;48;2e-06
92.7082;4.5294569;1441;1.3e-05;49;1e-06
93.1393;4.5340962;1447;1.4e-05;49;1e-06
93.5714;4.5387248;1454;1.3e-05;49;1e-06
94.0045;4.5433426;1461;1.4e-05;49;1e-06
94.4386;4.5479499;1468;1.4e-05;49;1e-06
94.8737;4.5525465;1475;1.3e-05;49;1e-06
95.3098;4.5571326;1481;1.4e-05;49;1e-06
95.7469;4.5617082;1488;1.4e-05;49;1e-06
96.185;4.5662734;1495;1.4e-05;49;1e-06
96.6241;4.5708282;1502;1.4e-05;50;1e-06
97.0642;4.5753726;1509;1.4e-05;50;1e-06
97.5053;4.5799067;1516;1.4e-05;50;1e-06
97.9474;4.5844306;1523;1.4e-05;50;1e-06
98.3905;4.5889442;1529;1.4e-05;50;1e-06
98.8346;4.5934477;1536;1.6e-05;50;1e-06
99.2797;4.5979411;1543;1.5e-05;50;1e-06
99.7258;4.6024244;1550;1.5e-05;50;1e-06
100.1729;4.6068977;1557;1.5e-05;50;1e-06
100.621;4.611361;1564;1.5e-05;51;2e-06
101.0701;4.6158143;1571;1.5e-05;51;1e-06
101.5202;4.6202578;1578;1.5e-05;51;1e-06
101.9713;4.6246914;1585;1.4e-05;51;1e-06
102.4234;4.6291152;1592;1.5e-05;51;2e-06
102.8765;4.6335292;1599;1.5e-05;51;1e-06
103.3306;4.6379335;1607;1.5e-05;51;1e-06
103.7857;4.6423282;1614;1.5e-05;51;1e-06
104.2418;4.6467132;1621;1.7e-05;51;1e-06
104.6989;4.6510886;1628;1.5e-05;52;2e-06
105.157;4.6554545;1635;1.5e-05;52;1e-06
105.6161;4.6598108;1642;1.5e-05;52;1e-06
106.0762;4.6641577;1649;1.5e-05;52;1e-06
106.5373;4.6684951;1657;1.5e-05;52;1e-06
106.9994;4.6728232;1664;1.6e-05;52;2e-06
107.4625;4.6771419;1671;1.5e-05;52;1e-06
107.9266;4.6814514;1678;1.6e-05;52;2e-06
108.3917;4.6857515;1686;1.7e-05;53;1e-06
108.8578;4.6900424;1693;1.6e-05;53;1e-06
109.3249;4.6943242;1700;1.5e-05;53;1e-06
109.793;4.6985968;1707;1.5e-05;53;1e-06
110.2621;4.7028602;1715;1.6e-05;53;1e-06
110.7322;4.7071147;1722;1.6e-05;53;1e-06
111.2033;4.71136;1729;1.5e-05;53;1e-06
111.6754;4.7155964;1737;1.6e-05;53;1e-06
112.1485;4.7198239;1744;1.6e-05;53;1e-06
112.6226;4.7240424;1752;1.6e-05;54;1e-06
113.0977;4.728252;1759;1.6e-05;54;1e-06
113.5738;4.7324528;1766;1.7e-05;54;1e-06
114.0509;4.7366448;1774;1.6e-05;54;1e-06
114.529;4.7408281;1781;1.7e-05;54;1e-06
115.0081;4.7450026;1789;1.6e-05;54;1e-06
115.4882;4.7491684;1796;1.6e-05;54;1e-06
115.9693;4.7533255;1804;1.6e-05;54;2e-06
116.4514;4.757474;1811;1.7e-05;54;1e-06
116.9345;4.7616139;1819;1.6e-05;55;1e-06
117.4186;4.7657453;1827;1.6e-05;55;1e-06
117.9037;4.7698682;1834;1.7e-05;55;1e-06
118.3898;4.7739826;1842;1.7e-05;55;1e-06
118.8769;4.7780885;1849;1.7e-05;55;2e-06
119.365;4.782186;1857;1.7e-05;55;1e-06
119.8541;4.7862752;1865;1.7e-05;55;1e-06
120.3442;4.790356;1872;1.8e-05;55;1e-06
120.8353;4.7944285;1880;1.7e-05;55;1e-06
121.3274;4.7984927;1888;1.7e-05;56;1e-06
121.8205;4.8025486;1895;1.7e-05;56;1e-06
122.3146;4.8065964;1903;1.7e-05;56;1e-06
122.8097;4.810636;1911;1.7e-05;56;1e-06
123.3058;4.8146674;1918;1.7e-05;56;1e-06
123.8029;4.8186908;1926;1.7e-05;56;1e-06
124.301;4.822706;1934;1.7e-05;56;1e-06
124.8001;4.8267132;1942;1.7e-05;56;1e-06
125.3002;4.8307124;1950;1.7e-05;56;1e-06
125.8013;4.8347037;1957;1.7e-05;57;1e-06
126.3034;4.8386869;1965;1.8e-05;57;1e-06
126.8065;4.8426623;1973;1.8e-05;57;1e-06
127.3106;4.8466298;1981;1.8e-05;57;1e-06
127.8157;4.8505894;1989;1.7e-05;57;1e-06
128.3218;4.8545412;1997;1.8e-05;57;1e-06
128.8289;4.8584852;2005;1.8e-05;57;2.6e-05
129.337;4.8624214;2013;1.9e-05;57;1e-06
129.8461;4.8663499;2021;1.8e-05;57;1e-06
130.3562;4.8702707;2029;1.8e-05;58;1e-06
130.8673;4.8741838;2037;1.8e-05;58;1e-06
131.3794;4.8780893;2045;1.8e-05;58;1e-06
131.8925;4.8819872;2053;1.9e-05;58;1e-06
132.4066;4.8858775;2061;1.8e-05;58;1e-06
132.9217;4.8897602;2069;1.8e-05;58;1e-06
133.4378;4.8936354;2077;1.9e-05;58;1e-06
133.9549;4.8975032;2085;1.9e-05;58;2e-06
134.473;4.9013634;2093;1.9e-05;59;1e-06
134.9921;4.9052162;2101;2e-05;59;1e-06
135.5122;4.9090617;2109;1.9e-05;59;1e-06
136.0333;4.9128997;2117;2e-05;59;1e-06
136.5554;4.9167304;2125;1.9e-05;59;1e-06
137.0785;4.9205537;2133;2e-05;59;1e-06
137.6026;4.9243698;2142;2e-05;59;1e-06
138.1277;4.9281786;2150;1.9e-05;59;1e-06
138.6538;4.9319802;2158;2e-05;59;1e-06
139.1809;4.9357745;2166;2e-05;60;2e-06
139.709;4.9395617;2175;2e-05;60;1e-06
140.2381;4.9433417;2183;2e-05;60;1e-06
140.7682;4.9471146;2191;2e-05;60;1e-06
141.2993;4.9508803;2199;2e-05;60;1e-06
141.8314;4.954639;2208;2e-05;60;1e-06
142.3645;4.9583907;2216;2e-05;60;1e-06
142.8986;4.9621353;2224;2e-05;60;2e-06
143.4337;4.9658729;2233;2.1e-05;60;1e-06
143.9698;4.9696035;2241;2.1e-05;61;1e-06
144.5069;4.9733272;2249;2e-05;61;2e-06
145.045;4.977044;2258;2.1e-05;61;1e-06
145.5841;4.9807539;2266;2e-05;61;1e-06
146.1242;4.9844569;2275;2.1e-05;61;1e-06
146.6653;4.9881531;2283;2.1e-05;61;1e-06
147.2074;4.9918425;2292;2.2e-05;61;1e-06
147.7505;4.995525;2300;2.1e-05;61;2e-06
148.2946;4.9992008;2309;2.1e-05;61;1e-06
148.8397;5.0028699;2317;2.1e-05;62;1e-06
149.3858;5.0065322;2326;2.2e-05;62;1e-06
149.9329;5.0101879;2334;2.2e-05;62;2e-06
150.481;5.0138368;2343;2.2e-05;62;1e-06
151.0301;5.0174791;2351;2.2e-05;62;1e-06
151.5802;5.0211148;2360;2.2e-05;62;1e-06
152.1313;5.024744;2369;2.1e-05;62;1e-06
152.6834;5.0283665;2377;2.2e-05;62;1e-06
153.2365;5.0319825;2386;2.2e-05;62;1e-06
