x;result;tay_iterations;tay_time;cfiterations;cf_time
774.5146;6.6522365;12086;0.000108;141;2e-06
775.7597;6.6538428;12106;0.000109;141;2e-06
777.0058;6.6554478;12125;0.000108;141;2e-06
778.2529;6.6570515;12145;0.000108;141;2e-06
779.501;6.658654;12164;0.000109;141;2e-06
780.7501;6.6602551;12184;0.00011;141;3e-06
782.0002;6.661855;12203;0.00011;141;2e-06
783.2513;6.6634536;12223;0.000107;142;2e-06
784.5034;6.6650509;12242;0.000108;142;3e-06
785.7565;6.6666469;12262;0.000109;142;3e-06
787.0106;6.6682417;12281;0.00011;142;3e-06
788.2657;6.6698352;12301;0.000136;142;2e-06
789.5218;6.6714274;12321;0.000108;142;2e-06
790.7789;6.6730184;12340;0.000108;142;2e-06
792.037;6.6746081;12360;0.000111;142;2e-06
793.2961;6.6761965;12379;0.000111;142;2e-06
794.5562;6.6777837;12399;0.000111;143;2e-06
795.8173;6.6793696;12419;0.000112;143;3e-06
797.0794;6.6809543;12439;0.000111;143;2e-06
798.3425;6.6825377;12458;0.000112;143;2e-06
799.6066;6.6841198;12478;0.000112;143;2e-06
800.8717;6.6857007;12498;0.000111;143;3e-06
802.1378;6.6872804;12518;0.000112;143;3e-06
803.4049;6.6888588;12537;0.000112;143;2e-06
804.673;6.690436;12557;0.000114;143;2e-06
805.9421;6.6920119;12577;0.000112;144;3e-06
807.2122;6.6935866;12597;0.000137;144;2e-06
808.4833;6.69516;12617;0.000111;144;3e-06
809.7554;6.6967322;12636;0.00011;144;3e-06
811.0285;6.6983032;12656;0.000114;144;2e-06
812.3026;6.6998729;12676;0.000113;144;3e-06
813.5777;6.7014414;12696;0.000111;144;2e-06
814.8538;6.7030087;12716;0.000114;144;2e-06
816.1309;6.7045747;12736;0.000114;144;3e-06
817.409;6.7061396;12756;0.000114;145;2e-06
818.6881;6.7077032;12776;0.000114;145;3e-06
819.9682;6.7092655;12796;0.000115;145;2e-06
821.2493;6.7108267;12816;0.000115;145;2e-06
822.5314;6.7123866;12836;0.000115;145;3e-06
823.8145;6.7139454;12856;0.000115;145;3e-06
825.0986;6.7155029;12876;0.000115;145;3e-06
826.3837;6.7170592;12896;0.000113;145;3e-06
827.6698;6.7186143;12916;0.000116;145;2e-06
828.9569;6.7201682;12936;0.000116;146;2e-06
830.245;6.7217208;12956;0.000116;146;2e-06
831.5341;6.7232723;12977;0.000116;146;2e-06
832.8242;6.7248226;12997;0.000116;146;3e-06
834.1153;6.7263716;13017;0.000117;146;2e-06
835.4074;6.7279195;13037;0.000116;146;3e-06
836.7005;6.7294662;13057;0.000117;146;2e-06
837.9946;6.7310116;13077;0.000117;146;2e-06
839.2897;6.7325559;13098;0.000117;146;2e-06
840.5858;6.734099;13118;0.000117;147;3e-06
841.8829;6.7356409;13138;0.000118;147;2e-06
843.181;6.7371816;13158;0.000118;147;2e-06
844.4801;6.7387212;13179;0.000125;147;2e-06
845.7802;6.7402595;13199;0.000118;147;3e-06
847.0813;6.7417967;13219;0.000116;147;2e-06
848.3834;6.7433326;13240;0.000118;147;3e-06
849.6865;6.7448674;13260;0.000119;147;2e-06
850.9906;6.7464011;13280;0.000119;148;2e-06
852.2957;6.7479335;13301;0.000119;148;2e-06
853.6018;6.7494648;13321;0.000119;148;3e-06
854.9089;6.7509949;13342;0.000119;148;2e-06
856.217;6.7525238;13362;0.00012;148;3e-06
857.5261;6.7540516;13382;0.00012;148;2e-06
858.8362;6.7555782;13403;0.00012;148;2e-06
860.1473;6.7571036;13423;0.00012;148;3e-06
861.4594;6.7586279;13444;0.000121;148;2e-06
862.7725;6.760151;13464;0.00012;149;3e-06
864.0866;6.761673;13485;0.000118;149;3e-06
865.4017;6.7631938;13505;0.000119;149;2e-06
866.7178;6.7647134;13526;0.000121;149;3e-06
868.0349;6.7662319;13546;0.000119;149;3e-06
869.353;6.7677492;13567;0.000119;149;2e-06
870.6721;6.7692654;13588;0.000119;149;2e-06
871.9922;6.7707805;13608;0.000122;149;2e-06
873.3133;6.7722944;13629;0.000122;149;2e-06
874.6354;6.7738071;13650;0.000119;150;2e-06
875.9585;6.7753187;13670;0.00012;150;3e-06
877.2826;6.7768292;13691;0.00012;150;3e-06
878.6077;6.7783385;13712;0.00012;150;2e-06
879.9338;6.7798467;13732;0.000123;150;2e-06
881.2609;6.7813537;13753;0.000123;150;3e-06
882.589;6.7828596;13774;0.000121;150;3e-06
883.9181;6.7843644;13794;0.000124;150;2e-06
885.2482;6.785868;13815;0.000121;150;3e-06
886.5793;6.7873706;13836;0.000121;151;2e-06
887.9114;6.788872;13857;0.000121;151;3e-06
889.2445;6.7903722;13878;0.000122;151;2e-06
890.5786;6.7918714;13898;0.000124;151;2e-06
891.9137;6.7933694;13919;0.000122;151;3e-06
893.2498;6.7948663;13940;0.000122;151;3e-06
894.5869;6.796362;13961;0.000122;151;2e-06
895.925;6.7978567;13982;0.000122;151;2e-06
897.2641;6.7993502;14003;0.000122;151;3e-06
898.6042;6.8008427;14024;0.000123;152;2e-06
899.9453;6.802334;14045;0.000133;152;2e-06
901.2874;6.8038242;14066;0.000123;152;3e-06
902.6305;6.8053133;14087;0.000124;152;3e-06
903.9746;6.8068013;14108;0.000126;152;2e-06
905.3197;6.8082881;14129;0.000126;152;3e-06
906.6658;6.8097739;14150;0.000127;152;3e-06
908.0129;6.8112586;14171;0.000127;152;3e-06
909.361;6.8127421;14192;0.000127;152;2e-06
910.7101;6.8142246;14213;0.000127;153;2e-06
912.0602;6.815706;14234;0.000128;153;3e-06
913.4113;6.8171863;14255;0.000127;153;3e-06
914.7634;6.8186654;14276;0.000129;153;3e-06
916.1165;6.8201435;14297;0.000128;153;2e-06
917.4706;6.8216205;14318;0.000128;153;3e-06
918.8257;6.8230964;14339;0.000127;153;2e-06
920.1818;6.8245712;14361;0.000129;153;2e-06
921.5389;6.826045;14382;0.000129;154;3e-06
922.897;6.8275176;14403;0.000126;154;3e-06
924.2561;6.8289892;14424;0.00013;154;2e-06
925.6162;6.8304597;14446;0.000129;154;3e-06
926.9773;6.8319291;14467;0.000129;154;3e-06
928.3394;6.8333974;14488;0.00013;154;3e-06
929.7025;6.8348646;14509;0.00013;154;2e-06
931.0666;6.8363308;14531;0.00013;154;3e-06
932.4317;6.8377959;14552;0.000131;154;3e-06
933.7978;6.8392599;14573;0.000131;155;2e-06
935.1649;6.8407229;14595;0.000131;155;3e-06
936.533;6.8421847;14616;0.000129;155;2e-06
937.9021;6.8436456;14637;0.000131;155;2e-06
939.2722;6.8451053;14659;0.000132;155;3e-06
940.6433;6.846564;14680;0.000131;155;3e-06
942.0154;6.8480216;14702;0.000132;155;3e-06
943.3885;6.8494782;14723;0.000132;155;2e-06
944.7626;6.8509337;14744;0.000132;155;2e-06
946.1377;6.8523881;14766;0.000132;156;2e-06
947.5138;6.8538415;14787;0.000132;156;3e-06
948.8909;6.8552938;14809;0.000133;156;3e-06
950.269;6.8567451;14830;0.000134;156;3e-06
951.6481;6.8581953;14852;0.000134;156;2e-06
953.0282;6.8596445;14874;0.000149;156;3e-06
954.4093;6.8610926;14895;0.000138;156;2e-06
955.7914;6.8625397;14917;0.000133;156;2e-06
957.1745;6.8639857;14938;0.000134;156;2e-06
958.5586;6.8654307;14960;0.000134;157;3e-06
959.9437;6.8668746;14981;0.000134;157;2e-06
961.3298;6.8683175;15003;0.000134;157;2e-06
962.7169;6.8697594;15025;0.000134;157;2e-06
964.105;6.8712002;15046;0.000134;157;2e-06
965.4941;6.87264;15068;0.000135;157;3e-06
966.8842;6.8740787;15090;0.000135;157;2e-06
968.2753;6.8755164;15112;0.000135;157;3e-06
969.6674;6.8769531;15133;0.000137;157;3e-06
971.0605;6.8783888;15155;0.000133;158;2e-06
972.4546;6.8798234;15177;0.000136;158;2e-06
973.8497;6.881257;15199;0.000136;158;3e-06
975.2458;6.8826895;15220;0.000137;158;3e-06
976.6429;6.8841211;15242;0.000137;158;2e-06
978.041;6.8855516;15264;0.000136;158;2e-06
979.4401;6.8869811;15286;0.000137;158;3e-06
980.8402;6.8884095;15308;0.000136;158;3e-06
982.2413;6.889837;15330;0.000138;158;3e-06
983.6434;6.8912634;15352;0.000138;159;2e-06
985.0465;6.8926888;15373;0.000137;159;3e-06
986.4506;6.8941132;15395;0.000138;159;3e-06
987.8557;6.8955366;15417;0.000146;159;3e-06
989.2618;6.896959;15439;0.000138;159;3e-06
990.6689;6.8983804;15461;0.000138;159;3e-06
992.077;6.8998007;15483;0.000139;159;2e-06
993.4861;6.9012201;15505;0.000139;159;2e-06
994.8962;6.9026384;15527;0.000139;159;2e-06
996.3073;6.9040557;15549;0.000139;160;3e-06
997.7194;6.9054721;15571;0.000139;160;2e-06
999.1325;6.9068874;15593;0.000139;160;3e-06
1000.5466;6.9083017;15615;0.00014;160;3e-06
1001.9617;6.909715;15638;0.00014;160;2e-06
1003.3778;6.9111274;15660;0.00014;160;3e-06
1004.7949;6.9125387;15682;0.000147;160;3e-06
1006.213;6.913949;15704;0.000141;160;3e-06
1007.6321;6.9153584;15726;0.000141;161;3e-06
1009.0522;6.9167667;15748;0.000141;161;3e-06
1010.4733;6.9181741;15770;0.000141;161;3e-06
1011.8954;6.9195805;15793;0.000141;161;2e-06
1013.3185;6.9209859;15815;0.000141;161;2e-06
1014.7426;6.9223903;15837;0.000142;161;3e-06
1016.1677;6.9237937;15859;0.000142;161;3e-06
1017.5938;6.9251961;15882;0.000143;161;3e-06
1019.0209;6.9265975;15904;0.000142;161;2e-06
1020.449;6.927998;15926;0.000142;162;3e-06
1021.8781;6.9293975;15949;0.000151;162;2e-06
1023.3082;6.930796;15971;0.00014;162;2e-06
1024.7393;6.9321935;15993;0.000143;162;2e-06
1026.1714;6.9335901;16016;0.00014;162;2e-06
1027.6045;6.9349856;16038;0.000143;162;3e-06
1029.0386;6.9363802;16060;0.000144;162;2e-06
1030.4737;6.9377739;16083;0.000144;162;3e-06
1031.9098;6.9391665;16105;0.000144;162;3e-06
1033.3469;6.9405582;16128;0.000142;163;3e-06
1034.785;6.9419489;16150;0.000142;163;2e-06
1036.2241;6.9433387;16173;0.000145;163;3e-06
1037.6642;6.9447275;16195;0.000141;163;3e-06
1039.1053;6.9461153;16217;0.000165;163;3e-06
1040.5474;6.9475022;16240;0.000146;163;2e-06
1041.9905;6.9488881;16263;0.000145;163;3e-06
1043.4346;6.950273;16285;0.000143;163;2e-06
1044.8797;6.951657;16308;0.000143;163;3e-06
1046.3258;6.9530401;16330;0.000146;164;3e-06
1047.7729;6.9544221;16353;0.000147;164;3e-06
1049.221;6.9558033;16375;0.000146;164;3e-06
1050.6701;6.9571834;16398;0.000147;164;3e-06
1052.1202;6.9585626;16421;0.000147;164;2e-06
1053.5713;6.9599409;16443;0.000148;164;3e-06
1055.0234;6.9613182;16466;0.000148;164;3e-06
1056.4765;6.9626946;16489;0.000145;164;2e-06
1057.9306;6.96407;16511;0.000145;164;3e-06
1059.3857;6.9654445;16534;0.000148;165;2e-06
1060.8418;6.966818;16557;0.000148;165;2e-06
1062.2989;6.9681906;16580;0.000149;165;3e-06
1063.757;6.9695623;16602;0.000148;165;2e-06
1065.2161;6.970933;16625;0.000149;165;3e-06
1066.6762;6.9723027;16648;0.000149;165;3e-06
1068.1373;6.9736716;16671;0.000149;165;3e-06
1069.5994;6.9750395;16694;0.000149;165;3e-06
1071.0625;6.9764064;16716;0.00015;165;3e-06
1072.5266;6.9777724;16739;0.000167;166;3e-06
1073.9917;6.9791375;16762;0.000146;166;2e-06
1075.4578;6.9805017;16785;0.00015;166;3e-06
1076.9249;6.9818649;16808;0.000151;166;2e-06
1078.393;6.9832272;16831;0.000151;166;2e-06
1079.8621;6.9845886;16854;0.000151;166;2e-06
1081.3322;6.9859491;16877;0.000151;166;3e-06
1082.8033;6.9873086;16900;0.000152;166;3e-06
1084.2754;6.9886672;16923;0.000148;167;2e-06
1085.7485;6.9900249;16946;0.000151;167;2e-06
1087.2226;6.9913816;16969;0.000152;167;3e-06
1088.6977;6.9927375;16992;0.000161;167;3e-06
1090.1738;6.9940924;17015;0.000152;167;3e-06
1091.6509;6.9954464;17038;0.000152;167;3e-06
1093.129;6.9967995;17061;0.000152;167;2e-06
1094.6081;6.9981517;17084;0.000158;167;3e-06
1096.0882;6.9995029;17107;0.00015;167;3e-06
1097.5693;7.0008533;17130;0.000153;168;3e-06
1099.0514;7.0022027;17153;0.000154;168;3e-06
1100.5345;7.0035512;17177;0.000154;168;2e-06
1102.0186;7.0048989;17200;0.000154;168;2e-06
1103.5037;7.0062456;17223;0.000154;168;2e-06
1104.9898;7.0075914;17246;0.000154;168;3e-06
1106.4769;7.0089363;17269;0.000155;168;3e-06
1107.965;7.0102803;17293;0.000154;168;3e-06
1109.4541;7.0116234;17316;0.000155;168;2e-06
1110.9442;7.0129656;17339;0.000155;169;3e-06
1112.4353;7.0143068;17362;0.000156;169;2e-06
1113.9274;7.0156472;17386;0.000156;169;2e-06
1115.4205;7.0169867;17409;0.000156;169;2e-06
1116.9146;7.0183253;17432;0.000152;169;3e-06
1118.4097;7.019663;17456;0.000156;169;2e-06
1119.9058;7.0209998;17479;0.000156;169;3e-06
1121.4029;7.0223358;17502;0.000165;169;2e-06
1122.901;7.0236708;17526;0.000153;169;3e-06
1124.4001;7.0250049;17549;0.000157;170;3e-06
1125.9002;7.0263382;17573;0.000157;170;3e-06
1127.4013;7.0276705;17596;0.000158;170;3e-06
1128.9034;7.029002;17620;0.000158;170;3e-06
1130.4065;7.0303326;17643;0.000157;170;2e-06
1131.9106;7.0316623;17667;0.000158;170;3e-06
1133.4157;7.0329911;17690;0.000158;170;3e-06
1134.9218;7.034319;17714;0.000159;170;3e-06
1136.4289;7.0356461;17737;0.000159;170;3e-06
1137.937;7.0369722;17761;0.000168;171;3e-06
1139.4461;7.0382975;17784;0.000159;171;3e-06
1140.9562;7.039622;17808;0.000159;171;3e-06
1142.4673;7.0409455;17831;0.00016;171;2e-06
1143.9794;7.0422682;17855;0.000159;171;3e-06
1145.4925;7.0435899;17879;0.000159;171;3e-06
1147.0066;7.0449109;17902;0.000162;171;3e-06
1148.5217;7.0462309;17926;0.00016;171;3e-06
1150.0378;7.0475501;17950;0.000161;171;3e-06
1151.5549;7.0488684;17973;0.00016;172;2e-06
1153.073;7.0501858;17997;0.000161;172;3e-06
1154.5921;7.0515024;18021;0.000161;172;3e-06
1156.1122;7.0528181;18044;0.000161;172;3e-06
1157.6333;7.0541329;18068;0.000162;172;3e-06
1159.1554;7.0554469;18092;0.000162;172;2e-06
1160.6785;7.05676;18116;0.000162;172;3e-06
1162.2026;7.0580723;18140;0.000163;172;3e-06
1163.7277;7.0593837;18163;0.000163;173;3e-06
1165.2538;7.0606942;18187;0.000162;173;3e-06
1166.7809;7.0620039;18211;0.000163;173;2e-06
1168.309;7.0633127;18235;0.000161;173;3e-06
1169.8381;7.0646206;18259;0.000181;173;3e-06
1171.3682;7.0659277;18283;0.00016;173;2e-06
1172.8993;7.067234;18307;0.00016;173;2e-06
1174.4314;7.0685394;18330;0.000164;173;3e-06
1175.9645;7.0698439;18354;0.000165;173;3e-06
1177.4986;7.0711476;18378;0.000164;174;3e-06
1179.0337;7.0724505;18402;0.000165;174;3e-06
1180.5698;7.0737525;18426;0.000165;174;2e-06
1182.1069;7.0750536;18450;0.000165;174;3e-06
1183.645;7.0763539;18474;0.000165;174;3e-06
1185.1841;7.0776534;18498;0.000165;174;3e-06
1186.7242;7.078952;18522;0.000163;174;2e-06
1188.2653;7.0802498;18546;0.000166;174;3e-06
1189.8074;7.0815467;18571;0.000163;174;3e-06
1191.3505;7.0828428;18595;0.000166;175;3e-06
1192.8946;7.0841381;18619;0.000167;175;3e-06
1194.4397;7.0854325;18643;0.000167;175;2e-06
1195.9858;7.0867261;18667;0.000167;175;3e-06
1197.5329;7.0880188;18691;0.000167;175;3e-06
1199.081;7.0893107;18715;0.000167;175;3e-06
1200.6301;7.0906018;18740;0.000168;175;3e-06
1202.1802;7.091892;18764;0.000165;175;3e-06
1203.7313;7.0931814;18788;0.000168;175;3e-06
1205.2834;7.09447;18812;0.000168;176;3e-06
1206.8365;7.0957577;18836;0.000169;176;2e-06
1208.3906;7.0970447;18861;0.000169;176;3e-06
1209.9457;7.0983308;18885;0.00017;176;2e-06
1211.5018;7.099616;18909;0.000169;176;3e-06
1213.0589;7.1009005;18934;0.000169;176;3e-06
1214.617;7.1021841;18958;0.00017;176;3e-06
1216.1761;7.1034669;18982;0.00017;176;3e-06
1217.7362;7.1047488;19007;0.000167;176;3e-06
1219.2973;7.10603;19031;0.000171;177;3e-06
1220.8594;7.1073103;19055;0.000171;177;3e-06
1222.4225;7.1085898;19080;0.000171;177;2e-06
1223.9866;7.1098685;19104;0.000171;177;3e-06
1225.5517;7.1111464;19129;0.000171;177;3e-06
1227.1178;7.1124234;19153;0.000171;177;3e-06
1228.6849;7.1136997;19178;0.000171;177;3e-06
1230.253;7.1149751;19202;0.000172;177;3e-06
1231.8221;7.1162497;19227;0.000172;177;3e-06
1233.3922;7.1175235;19251;0.000168;178;3e-06
1234.9633;7.1187965;19276;0.000168;178;3e-06
1236.5354;7.1200687;19300;0.000172;178;3e-06
1238.1085;7.1213401;19325;0.000172;178;3e-06
1239.6826;7.1226106;19349;0.000173;178;3e-06
1241.2577;7.1238804;19374;0.00017;178;3e-06
1242.8338;7.1251494;19398;0.000174;178;2e-06
1244.4109;7.1264175;19423;0.000174;178;3e-06
1245.989;7.1276849;19448;0.000174;179;3e-06
1247.5681;7.1289514;19472;0.000174;179;3e-06
1249.1482;7.1302171;19497;0.000171;179;3e-06
1250.7293;7.1314821;19522;0.000175;179;3e-06
1252.3114;7.1327462;19546;0.000175;179;3e-06
1253.8945;7.1340096;19571;0.000175;179;3e-06
1255.4786;7.1352721;19596;0.000175;179;3e-06
1257.0637;7.1365339;19621;0.000175;179;2e-06
1258.6498;7.1377948;19645;0.000176;179;3e-06
1260.2369;7.139055;19670;0.000176;180;3e-06
1261.825;7.1403144;19695;0.000176;180;3e-06
1263.4141;7.1415729;19720;0.000192;180;3e-06
1265.0042;7.1428307;19745;0.000172;180;2e-06
1266.5953;7.1440877;19769;0.000173;180;3e-06
1268.1874;7.1453439;19794;0.000174;180;2e-06
1269.7805;7.1465993;19819;0.000177;180;3e-06
1271.3746;7.1478539;19844;0.000177;180;3e-06
1272.9697;7.1491078;19869;0.000179;180;3e-06
1274.5658;7.1503608;19894;0.000178;181;3e-06
1276.1629;7.1516131;19919;0.000178;181;3e-06
1277.761;7.1528646;19944;0.000179;181;3e-06
1279.3601;7.1541153;19969;0.000179;181;3e-06
1280.9602;7.1553652;19994;0.000179;181;3e-06
1282.5613;7.1566144;20019;0.000179;181;3e-06
1284.1634;7.1578627;20044;0.000179;181;3e-06
1285.7665;7.1591103;20069;0.000179;181;2e-06
1287.3706;7.1603571;20094;0.00018;181;3e-06
1288.9757;7.1616031;20119;0.000179;182;2e-06
1290.5818;7.1628484;20144;0.00018;182;3e-06
1292.1889;7.1640929;20169;0.00018;182;3e-06
1293.797;7.1653366;20194;0.000181;182;3e-06
1295.4061;7.1665795;20219;0.00018;182;3e-06
1297.0162;7.1678217;20244;0.000181;182;3e-06
1298.6273;7.1690631;20270;0.000182;182;3e-06
1300.2394;7.1703037;20295;0.000182;182;3e-06
1301.8525;7.1715435;20320;0.000182;182;3e-06
1303.4666;7.1727826;20345;0.000183;183;3e-06
1305.0817;7.1740209;20370;0.000182;183;3e-06
1306.6978;7.1752585;20396;0.000183;183;3e-06
1308.3149;7.1764952;20421;0.000182;183;3e-06
1309.933;7.1777313;20446;0.000178;183;3e-06
1311.5521;7.1789665;20471;0.000183;183;3e-06
1313.1722;7.180201;20497;0.00018;183;3e-06
1314.7933;7.1814347;20522;0.00018;183;3e-06
1316.4154;7.1826677;20547;0.000184;183;3e-06
1318.0385;7.1838999;20573;0.000184;184;3e-06
1319.6626;7.1851314;20598;0.000184;184;3e-06
1321.2877;7.1863621;20623;0.000183;184;3e-06
1322.9138;7.187592;20649;0.000185;184;3e-06
1324.5409;7.1888212;20674;0.000181;184;3e-06
1326.169;7.1900496;20700;0.000185;184;3e-06
1327.7981;7.1912773;20725;0.000185;184;3e-06
1329.4282;7.1925042;20751;0.000185;184;3e-06
1331.0593;7.1937304;20776;0.000186;185;3e-06
1332.6914;7.1949558;20801;0.000187;185;2e-06
1334.3245;7.1961804;20827;0.000186;185;3e-06
1335.9586;7.1974044;20852;0.000186;185;3e-06
1337.5937;7.1986275;20878;0.000186;185;4e-06
1339.2298;7.1998499;20904;0.000184;185;3e-06
1340.8669;7.2010716;20929;0.000183;185;3e-06
1342.505;7.2022925;20955;0.000187;185;3e-06
1344.1441;7.2035127;20980;0.000187;185;3e-06
1345.7842;7.2047322;21006;0.000187;186;3e-06
1347.4253;7.2059509;21032;0.000189;186;3e-06
1349.0674;7.2071688;21057;0.000188;186;3e-06
1350.7105;7.208386;21083;0.000188;186;3e-06
1352.3546;7.2096025;21108;0.000188;186;4e-06
1353.9997;7.2108182;21134;0.000185;186;3e-06
1355.6458;7.2120332;21160;0.000189;186;3e-06
1357.2929;7.2132475;21186;0.00019;186;3e-06
1358.941;7.214461;21211;0.000189;186;3e-06
1360.5901;7.2156738;21237;0.000189;187;2e-06
1362.2402;7.2168858;21263;0.00019;187;3e-06
1363.8913;7.2180971;21289;0.00019;187;3e-06
1365.5434;7.2193077;21314;0.00019;187;3e-06
1367.1965;7.2205176;21340;0.00019;187;4e-06
1368.8506;7.2217267;21366;0.00019;187;3e-06
1370.5057;7.2229351;21392;0.000191;187;3e-06
1372.1618;7.2241427;21418;0.000192;187;3e-06
1373.8189;7.2253496;21444;0.000192;187;3e-06
1375.477;7.2265558;21470;0.000192;188;3e-06
1377.1361;7.2277613;21495;0.000192;188;3e-06
1378.7962;7.2289661;21521;0.000192;188;3e-06
1380.4573;7.2301701;21547;0.000193;188;3e-06
1382.1194;7.2313734;21573;0.000193;188;3e-06
1383.7825;7.232576;21599;0.000189;188;3e-06
1385.4466;7.2337778;21625;0.000189;188;3e-06
1387.1117;7.2349789;21651;0.000194;188;3e-06
1388.7778;7.2361793;21677;0.000194;188;3e-06
1390.4449;7.237379;21703;0.000194;189;3e-06
1392.113;7.238578;21729;0.000194;189;3e-06
1393.7821;7.2397763;21755;0.00019;189;3e-06
1395.4522;7.2409738;21781;0.000194;189;3e-06
1397.1233;7.2421706;21807;0.000205;189;3e-06
1398.7954;7.2433667;21834;0.00019;189;3e-06
1400.4685;7.2445621;21860;0.000191;189;3e-06
1402.1426;7.2457568;21886;0.000196;189;3e-06
1403.8177;7.2469507;21912;0.000196;189;3e-06
1405.4938;7.248144;21938;0.000191;190;3e-06
1407.1709;7.2493365;21964;0.000196;190;3e-06
1408.849;7.2505283;21991;0.000196;190;3e-06
1410.5281;7.2517194;22017;0.000197;190;3e-06
1412.2082;7.2529098;22043;0.000204;190;3e-06
1413.8893;7.2540995;22069;0.000197;190;3e-06
1415.5714;7.2552885;22096;0.000198;190;3e-06
1417.2545;7.2564768;22122;0.000198;190;3e-06
1418.9386;7.2576644;22148;0.000194;190;3e-06
1420.6237;7.2588513;22174;0.000193;191;3e-06
1422.3098;7.2600374;22201;0.000198;191;3e-06
1423.9969;7.2612229;22227;0.000199;191;3e-06
1425.685;7.2624077;22253;0.000199;191;4e-06
1427.3741;7.2635917;22280;0.000199;191;3e-06
1429.0642;7.2647751;22306;0.000199;191;3e-06
1430.7553;7.2659578;22333;0.000199;191;3e-06
1432.4474;7.2671397;22359;0.000195;191;3e-06
1434.1405;7.268321;22385;0.0002;192;3e-06
1435.8346;7.2695016;22412;0.0002;192;3e-06
1437.5297;7.2706814;22438;0.0002;192;4e-06
1439.2258;7.2718606;22465;0.000201;192;3e-06
1440.9229;7.2730391;22491;0.00021;192;3e-06
1442.621;7.2742169;22518;0.000197;192;3e-06
1444.3201;7.275394;22544;0.000201;192;3e-06
1446.0202;7.2765704;22571;0.000202;192;3e-06
1447.7213;7.2777461;22598;0.000202;192;3e-06
1449.4234;7.2789211;22624;0.000202;193;3e-06
1451.1265;7.2800954;22651;0.000202;193;3e-06
1452.8306;7.2812691;22677;0.000203;193;3e-06
1454.5357;7.282442;22704;0.000202;193;3e-06
1456.2418;7.2836143;22731;0.000198;193;3e-06
1457.9489;7.2847859;22757;0.000199;193;3e-06
1459.657;7.2859567;22784;0.000203;193;3e-06
1461.3661;7.287127;22811;0.000204;193;3e-06
1463.0762;7.2882965;22837;0.000204;193;3e-06
1464.7873;7.2894653;22864;0.0002;194;3e-06
1466.4994;7.2906335;22891;0.000201;194;4e-06
1468.2125;7.2918009;22917;0.000205;194;3e-06
1469.9266;7.2929677;22944;0.000264;194;3e-06
1471.6417;7.2941338;22971;0.000201;194;3e-06
1473.3578;7.2952993;22998;0.000205;194;3e-06
1475.0749;7.296464;23025;0.000202;194;3e-06
1476.793;7.2976281;23051;0.000206;194;3e-06
1478.5121;7.2987915;23078;0.000206;194;3e-06
1480.2322;7.2999542;23105;0.000207;195;4e-06
1481.9533;7.3011163;23132;0.000207;195;3e-06
1483.6754;7.3022777;23159;0.000236;195;3e-06
1485.3985;7.3034384;23186;0.000203;195;3e-06
1487.1226;7.3045984;23213;0.000208;195;3e-06
1488.8477;7.3057577;23240;0.000203;195;3e-06
1490.5738;7.3069164;23267;0.000208;195;3e-06
1492.3009;7.3080744;23294;0.000208;195;3e-06
1494.029;7.3092318;23321;0.000208;195;3e-06
1495.7581;7.3103884;23348;0.000208;196;3e-06
1497.4882;7.3115444;23375;0.000209;196;4e-06
1499.2193;7.3126998;23402;0.000205;196;3e-06
1500.9514;7.3138544;23429;0.000209;196;3e-06
1502.6845;7.3150084;23456;0.00021;196;3e-06
1504.4186;7.3161618;23483;0.00021;196;3e-06
1506.1537;7.3173145;23510;0.00021;196;3e-06
1507.8898;7.3184665;23537;0.00021;196;3e-06
1509.6269;7.3196178;23564;0.00021;196;3e-06
1511.365;7.3207685;23591;0.00021;197;4e-06
1513.1041;7.3219185;23618;0.000211;197;4e-06
1514.8442;7.3230679;23646;0.000211;197;3e-06
1516.5853;7.3242166;23673;0.000212;197;3e-06
1518.3274;7.3253646;23700;0.000211;197;4e-06
1520.0705;7.326512;23727;0.000212;197;3e-06
1521.8146;7.3276587;23754;0.000212;197;4e-06
1523.5597;7.3288048;23782;0.000213;197;3e-06
1525.3058;7.3299502;23809;0.000213;198;3e-06
1527.0529;7.3310949;23836;0.000208;198;3e-06
1528.801;7.332239;23863;0.000213;198;3e-06
1530.5501;7.3333825;23891;0.000213;198;3e-06
1532.3002;7.3345253;23918;0.000213;198;4e-06
1534.0513;7.3356674;23945;0.000214;198;3e-06
1535.8034;7.3368089;23973;0.000214;198;3e-06
1537.5565;7.3379497;24000;0.00021;198;3e-06
1539.3106;7.3390899;24028;0.000214;198;3e-06
1541.0657;7.3402295;24055;0.000211;199;3e-06
1542.8218;7.3413683;24082;0.000215;199;3e-06
1544.5789;7.3425066;24110;0.000216;199;3e-06
1546.337;7.3436442;24137;0.000216;199;3e-06
1548.0961;7.3447811;24165;0.000216;199;3e-06
1549.8562;7.3459174;24192;0.000216;199;3e-06
1551.6173;7.3470531;24220;0.000216;199;3e-06
1553.3794;7.3481881;24247;0.000217;199;3e-06
1555.1425;7.3493225;24275;0.000212;199;3e-06
1556.9066;7.3504562;24302;0.000217;200;3e-06
1558.6717;7.3515893;24330;0.000217;200;3e-06
1560.4378;7.3527217;24357;0.000218;200;3e-06
1562.2049;7.3538535;24385;0.000213;200;3e-06
1563.973;7.3549846;24413;0.000218;200;3e-06
1565.7421;7.3561152;24440;0.000218;200;4e-06
1567.5122;7.357245;24468;0.000219;200;4e-06
